2601,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,79000.00,2024-03-05 00:00:00,20 Lt
1517,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,94984.07,2024-03-12 00:00:00,Tonelada
1868,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,53109.92,2024-05-30 00:00:00,250 ml
1695,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,79089.30,2024-03-08 00:00:00,10 ml
2627,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,78663.97,2024-03-31 00:00:00,20 Lt
2192,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,78741.84,2024-04-20 00:00:00,50 Kg
1987,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,76699.61,2024-03-28 00:00:00,10 ml
1637,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,102294.84,2024-04-10 00:00:00,1000 ml
2032,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,70325.89,2024-05-12 00:00:00,10 ml
2689,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,95664.50,2024-06-01 00:00:00,20 Lt
1810,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,64250.06,2024-04-02 00:00:00,250 ml
1668,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,86422.03,2024-05-11 00:00:00,1000 ml
2590,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),103661.90,2024-05-24 00:00:00,50 Kg
1806,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,63503.74,2024-03-29 00:00:00,250 ml
1981,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,79088.03,2024-03-22 00:00:00,10 ml
1489,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,92194.72,2024-05-14 00:00:00,Unidad
2458,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,75185.48,2024-04-13 00:00:00,20 Lt
1765,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,66995.59,2024-05-17 00:00:00,10 ml
1667,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,87896.85,2024-05-10 00:00:00,1000 ml
2679,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,83790.53,2024-05-22 00:00:00,20 Lt
2600,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),101776.39,2024-06-03 00:00:00,50 Kg
2089,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),65070.84,2024-04-08 00:00:00,50 Kg
2756,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,70630.06,2024-05-08 00:00:00,20 Lt
2731,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,68605.69,2024-04-13 00:00:00,20 Lt
2478,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,86579.21,2024-05-03 00:00:00,20 Lt
2698,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,76024.35,2024-03-11 00:00:00,20 Lt
2271,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),74541.35,2024-04-08 00:00:00,50 Kg
1973,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,80501.39,2024-03-14 00:00:00,10 ml
1740,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,62834.67,2024-04-22 00:00:00,10 ml
2491,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,90225.27,2024-05-16 00:00:00,20 Lt
1513,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,96536.64,2024-03-08 00:00:00,Tonelada
2218,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,94522.16,2024-05-16 00:00:00,50 Kg
2308,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),64466.80,2024-05-15 00:00:00,50 Kg
1931,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,86298.74,2024-05-02 00:00:00,1 Lt
1805,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,64453.96,2024-03-28 00:00:00,250 ml
1779,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,59753.46,2024-05-31 00:00:00,10 ml
2173,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,76034.40,2024-04-01 00:00:00,50 Kg
1679,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,76363.93,2024-05-22 00:00:00,1000 ml
1651,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,98113.09,2024-04-24 00:00:00,1000 ml
1786,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,68854.79,2024-03-09 00:00:00,250 ml
2613,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,82778.17,2024-03-17 00:00:00,20 Lt
2515,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),80855.49,2024-03-10 00:00:00,50 Kg
2307,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),64838.59,2024-05-14 00:00:00,50 Kg
2152,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,75927.99,2024-03-11 00:00:00,50 Kg
2629,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,79920.58,2024-04-02 00:00:00,20 Lt
2392,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,70575.38,2024-05-08 00:00:00,20 Lt
1909,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,86377.13,2024-04-10 00:00:00,1 Lt
2233,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,97556.02,2024-05-31 00:00:00,50 Kg
1531,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,103557.30,2024-03-26 00:00:00,Tonelada
2405,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,71867.89,2024-05-21 00:00:00,20 Lt
1682,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,76120.01,2024-05-25 00:00:00,1000 ml
2655,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,81963.29,2024-04-28 00:00:00,20 Lt
2322,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),67035.08,2024-05-29 00:00:00,50 Kg
2137,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),62239.28,2024-05-26 00:00:00,50 Kg
2369,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,65270.41,2024-04-15 00:00:00,20 Lt
2348,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,75580.11,2024-03-25 00:00:00,20 Lt
2068,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),70619.37,2024-03-18 00:00:00,50 Kg
2713,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,71687.19,2024-03-26 00:00:00,20 Lt
1614,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,92149.72,2024-03-18 00:00:00,1000 ml
2638,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,81268.02,2024-04-11 00:00:00,20 Lt
2114,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),61029.91,2024-05-03 00:00:00,50 Kg
2625,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,81726.12,2024-03-29 00:00:00,20 Lt
2295,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),69189.81,2024-05-02 00:00:00,50 Kg
1923,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,84255.53,2024-04-24 00:00:00,1 Lt
1520,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,94463.21,2024-03-15 00:00:00,Tonelada
1724,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,63801.48,2024-04-06 00:00:00,10 ml
1469,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,89808.27,2024-04-24 00:00:00,Unidad
1867,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,51022.65,2024-05-29 00:00:00,250 ml
2737,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,71708.75,2024-04-19 00:00:00,20 Lt
1609,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,86309.09,2024-03-13 00:00:00,1000 ml
2471,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,77156.56,2024-04-26 00:00:00,20 Lt
1584,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,102092.89,2024-05-18 00:00:00,Tonelada
1641,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,98455.52,2024-04-14 00:00:00,1000 ml
1929,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,85577.17,2024-04-30 00:00:00,1 Lt
2411,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,66914.26,2024-05-27 00:00:00,20 Lt
2366,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,67583.34,2024-04-12 00:00:00,20 Lt
1435,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,107586.36,2024-03-21 00:00:00,Unidad
2080,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),64753.31,2024-03-30 00:00:00,50 Kg
1891,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,84624.10,2024-03-23 00:00:00,1 Lt
1573,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,107990.93,2024-05-07 00:00:00,Tonelada
1799,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,70666.15,2024-03-22 00:00:00,250 ml
2014,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,66961.67,2024-04-24 00:00:00,10 ml
1493,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,85386.67,2024-05-18 00:00:00,Unidad
2094,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),68128.62,2024-04-13 00:00:00,50 Kg
1532,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,104127.90,2024-03-27 00:00:00,Tonelada
2565,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),93989.66,2024-04-29 00:00:00,50 Kg
2269,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),75278.04,2024-04-06 00:00:00,50 Kg
1480,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,87942.57,2024-05-05 00:00:00,Unidad
2182,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,75302.61,2024-04-10 00:00:00,50 Kg
1582,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,107197.19,2024-05-16 00:00:00,Tonelada
2782,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,81981.01,2024-06-03 00:00:00,20 Lt
2318,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),66774.97,2024-05-25 00:00:00,50 Kg
2765,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,74835.56,2024-05-17 00:00:00,20 Lt
1656,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,91840.56,2024-04-29 00:00:00,1000 ml
1807,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,63614.41,2024-03-30 00:00:00,250 ml
2382,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,71949.33,2024-04-28 00:00:00,20 Lt
2512,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),78930.90,2024-03-07 00:00:00,50 Kg
2520,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),85317.16,2024-03-15 00:00:00,50 Kg
2484,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,91527.83,2024-05-09 00:00:00,20 Lt
2279,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),71441.04,2024-04-16 00:00:00,50 Kg
1886,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,83201.55,2024-03-18 00:00:00,1 Lt
1447,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,95564.90,2024-04-02 00:00:00,Unidad
2238,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),80369.10,2024-03-06 00:00:00,50 Kg
2699,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,73589.73,2024-03-12 00:00:00,20 Lt
2194,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,80124.94,2024-04-22 00:00:00,50 Kg
1828,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,66304.47,2024-04-20 00:00:00,250 ml
1823,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,64269.94,2024-04-15 00:00:00,250 ml
2549,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),96051.11,2024-04-13 00:00:00,50 Kg
2657,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,82514.19,2024-04-30 00:00:00,20 Lt
2311,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),67106.21,2024-05-18 00:00:00,50 Kg
1763,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,67248.71,2024-05-15 00:00:00,10 ml
1554,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,114090.39,2024-04-18 00:00:00,Tonelada
2550,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),98499.45,2024-04-14 00:00:00,50 Kg
1753,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,65384.86,2024-05-05 00:00:00,10 ml
2611,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,84231.47,2024-03-15 00:00:00,20 Lt
1999,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,71437.79,2024-04-09 00:00:00,10 ml
2422,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,80492.27,2024-03-08 00:00:00,20 Lt
1657,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,97532.70,2024-04-30 00:00:00,1000 ml
2256,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),76349.26,2024-03-24 00:00:00,50 Kg
1844,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,59383.02,2024-05-06 00:00:00,250 ml
1548,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,112111.63,2024-04-12 00:00:00,Tonelada
2162,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,81313.88,2024-03-21 00:00:00,50 Kg
2254,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),75755.89,2024-03-22 00:00:00,50 Kg
1833,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,64743.40,2024-04-25 00:00:00,250 ml
1560,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,107835.94,2024-04-24 00:00:00,Tonelada
1788,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,66622.90,2024-03-11 00:00:00,250 ml
1518,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,95916.11,2024-03-13 00:00:00,Tonelada
2312,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),67231.21,2024-05-19 00:00:00,50 Kg
2013,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,67807.03,2024-04-23 00:00:00,10 ml
2682,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,86681.24,2024-05-25 00:00:00,20 Lt
1566,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,110121.96,2024-04-30 00:00:00,Tonelada
2717,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,71666.34,2024-03-30 00:00:00,20 Lt
1865,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,56008.21,2024-05-27 00:00:00,250 ml
2323,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),66415.22,2024-05-30 00:00:00,50 Kg
2141,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),64490.52,2024-05-30 00:00:00,50 Kg
1853,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,62528.75,2024-05-15 00:00:00,250 ml
1957,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,88011.81,2024-05-28 00:00:00,1 Lt
2470,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,74116.88,2024-04-25 00:00:00,20 Lt
2464,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,75575.13,2024-04-19 00:00:00,20 Lt
2239,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),82627.17,2024-03-07 00:00:00,50 Kg
2277,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),71402.86,2024-04-14 00:00:00,50 Kg
1857,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,58012.51,2024-05-19 00:00:00,250 ml
2198,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,79077.83,2024-04-26 00:00:00,50 Kg
1485,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,91635.98,2024-05-10 00:00:00,Unidad
2104,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),60980.03,2024-04-23 00:00:00,50 Kg
2077,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),63648.41,2024-03-27 00:00:00,50 Kg
2664,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,79169.99,2024-05-07 00:00:00,20 Lt
1621,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,97088.87,2024-03-25 00:00:00,1000 ml
1488,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,91937.74,2024-05-13 00:00:00,Unidad
2159,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,81347.58,2024-03-18 00:00:00,50 Kg
1967,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,75326.18,2024-03-08 00:00:00,10 ml
2757,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,73254.41,2024-05-09 00:00:00,20 Lt
2280,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),72627.72,2024-04-17 00:00:00,50 Kg
1556,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,115365.90,2024-04-20 00:00:00,Tonelada
2589,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),104047.87,2024-05-23 00:00:00,50 Kg
2368,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,65721.52,2024-04-14 00:00:00,20 Lt
1723,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,64835.67,2024-04-05 00:00:00,10 ml
1756,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,65566.10,2024-05-08 00:00:00,10 ml
1478,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,88768.52,2024-05-03 00:00:00,Unidad
1627,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,98292.37,2024-03-31 00:00:00,1000 ml
2669,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,76680.96,2024-05-12 00:00:00,20 Lt
1620,Cordoba,23,CERETÉ,23162,76,ENROFLOXACINA ORAL OVER,94185.35,2024-03-24 00:00:00,1000 ml
1709,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,71639.05,2024-03-22 00:00:00,10 ml
2304,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),63973.11,2024-05-11 00:00:00,50 Kg
1849,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,60496.94,2024-05-11 00:00:00,250 ml
1818,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,64995.98,2024-04-10 00:00:00,250 ml
1862,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,58264.85,2024-05-24 00:00:00,250 ml
2215,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,96328.40,2024-05-13 00:00:00,50 Kg
1476,Cordoba,23,CERETÉ,23162,40,Estiércol compostado,89473.78,2024-05-01 00:00:00,Unidad
2367,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,64750.15,2024-04-13 00:00:00,20 Lt
2331,Cordoba,23,CERETÉ,23162,376,DAP-FERTICOL,77407.14,2024-03-08 00:00:00,20 Lt
2325,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),65974.44,2024-06-01 00:00:00,50 Kg
1959,Cordoba,23,CERETÉ,23162,74,Enroflox® 10,85557.40,2024-05-30 00:00:00,1 Lt
1757,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,65784.58,2024-05-09 00:00:00,10 ml
2445,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,75882.35,2024-03-31 00:00:00,20 Lt
1843,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,57841.18,2024-05-05 00:00:00,250 ml
1540,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,110044.50,2024-04-04 00:00:00,Tonelada
2618,Cordoba,23,CERETÉ,23162,397,KCL-FERTICOL,81824.60,2024-03-22 00:00:00,20 Lt
2058,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),79851.88,2024-03-08 00:00:00,50 Kg
1995,Cordoba,23,CERETÉ,23162,71,Enrofloxacina 10%,72464.47,2024-04-05 00:00:00,10 ml
2164,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,81708.63,2024-03-23 00:00:00,50 Kg
2150,Cordoba,23,MONTERÍA,23001,364,UREA-GRUPO ORBIS,78414.30,2024-03-09 00:00:00,50 Kg
1749,Cordoba,23,CERETÉ,23162,75,ENROFLOXACINA ORAL OVER,63211.74,2024-05-01 00:00:00,10 ml
2695,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,77723.85,2024-03-08 00:00:00,20 Lt
1547,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,109188.98,2024-04-11 00:00:00,Tonelada
2531,Cordoba,23,CERETÉ,23162,362,UREA-FERTILIZANTES COLOMBIANOS S.A. (FERTICOL),99180.91,2024-03-26 00:00:00,50 Kg
2099,Cordoba,23,MONTERÍA,23001,360,UREA-PRODUCTOS QUÍMICOS PANAMERICANOS S.A. (PROQUIMPA),63707.19,2024-04-18 00:00:00,50 Kg
1569,Cordoba,23,CERETÉ,23162,39,Sombrero de paja,110514.38,2024-05-03 00:00:00,Tonelada
2742,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,67651.70,2024-04-24 00:00:00,20 Lt
1800,Cordoba,23,CERETÉ,23162,72,Enrofloxacina 10%,69234.38,2024-03-23 00:00:00,250 ml
2724,Cordoba,23,CERETÉ,23162,405,KCL-BAYER,72133.94,2024-04-06 00:00:00,20 Lt
